A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,wetland_label
-384,-591,-2069,-384,753,-1537,1190,177,888,888,-1137,591,-1998,-297,-2761,2928,-222,-1417,-711,-415,138,-1245,629,-842,415,-49,-1085,-2679,629,1034,-1245,2214,2141,103,-384,1190,-591,1358,-1358,669,354,2141,-1663,-1137,-669,-1085,297,-1301,-517,-2519,1860,-517,482,2679,935,711,-553,-984,-88,591,-103,797,177,1034,0
271,-753,-1476,-1245,-415,415,1417,1600,517,271,1417,-271,-1600,-1600,1085,-415,629,-482,-591,-517,1358,1663,-222,1793,-1034,-2069,553,-1793,1358,-325,-1358,3742,711,-297,-984,246,1860,-88,271,157,297,-3100,1537,553,-482,1137,-1793,354,-711,415,-120,935,-1537,138,325,-842,-888,669,-246,-448,1190,-2599,517,2928,0
-1417,-297,-1245,-553,797,-797,1663,591,-61,-74,1358,-297,-888,-74,-2141,1301,-753,-842,-1600,1358,-1663,-1137,-669,1998,1998,138,-271,-1663,1476,415,-2441,888,2069,711,120,1860,-2141,-1085,-1929,-448,711,1600,797,177,-199,-842,1417,-669,1860,-1727,-2761,482,1663,482,1663,-415,246,-1476,-222,-30,-591,-2069,517,354,0
-1301,246,-1793,-3553,-482,-1998,-669,888,2519,-22,-103,415,-1727,-222,-1085,-711,842,482,711,0,1085,2288,-325,-1301,-1476,2069,-354,-2288,74,246,1085,-1301,1793,-2141,-138,1358,935,2441,-30,888,711,1034,-1998,-1137,591,354,591,-157,448,-1537,711,297,2069,-629,-629,448,-935,711,-199,1929,-517,1417,-325,22,0
-842,354,-1137,711,1417,-1476,1190,1417,1190,120,842,-591,-1663,-711,-669,1663,-553,-49,-1929,1793,-842,-271,-199,1085,2069,1476,-1600,-2141,2288,797,-2519,1537,1537,1245,753,842,-1727,-103,-1860,-297,1358,1998,1600,-753,-797,-553,1301,-984,2141,-482,-935,591,1034,1998,1190,354,711,-1137,-448,-297,-177,-1998,199,9,0
-935,-138,-1537,553,842,-1727,1537,1998,1137,448,1301,-1085,-1476,177,-2214,888,-1793,49,-797,753,354,984,-222,1476,2141,222,-591,222,-325,753,-1727,222,482,888,669,74,-3014,-1358,-1663,-1301,-354,1085,1537,-1600,-1190,-88,517,-2214,2519,-984,-2519,669,1793,-753,384,448,325,415,-935,711,1476,-1929,-1190,-1245,0
120,-1663,1358,797,984,842,2364,-629,711,-711,842,-2364,-2288,-177,74,-517,-711,354,177,591,753,-354,797,39,-711,1358,517,138,1727,984,354,-2069,2141,-1476,-1245,-1034,-1190,-415,-2288,2844,984,-1476,591,-3100,-1998,553,246,-222,935,-103,-1085,1476,-1358,-1727,1190,-591,-415,-1034,-753,-842,1358,-1600,271,-629,0
-199,-797,415,-1417,-1190,-2519,-271,3014,629,-271,591,629,-1190,-482,-2288,-842,-591,103,1137,-297,1727,-448,-669,-1476,246,2288,-711,1034,2214,-629,629,1034,384,935,-888,1663,2214,-103,-842,-22,-1245,-199,-2519,1358,753,1034,-49,-2364,1245,-1085,-629,-415,935,-1301,199,2761,1417,1358,-842,354,-888,711,1600,711,0
222,2441,553,-984,1301,-88,1929,888,-49,-199,-325,-1476,-384,-553,-448,-384,-61,3278,842,-1245,354,-177,669,103,-15,1417,-1417,157,2519,1085,1190,384,2844,2761,1085,-591,-935,1417,-2844,1417,888,-482,-15,-2928,-325,935,-448,1358,-629,-669,711,984,753,-88,1860,74,-797,-669,1034,-1998,-103,-753,629,-177,0
222,482,-297,-984,2679,1663,2761,-271,-669,-517,-753,-1727,-1929,325,-591,-88,-1417,-842,842,-1793,517,-797,553,61,1034,-61,39,-61,1663,415,1245,-1358,3460,-1245,-199,-39,-984,-74,-1929,1417,591,-1663,797,-2844,-9,-246,1245,-222,-354,-669,-415,-120,-842,-1137,1663,271,-1537,-1929,-2519,-629,517,-1727,669,1085,0
1476,-157,-354,-246,1600,2761,2761,517,1663,482,-629,-2519,-2441,-711,88,669,-1793,297,-120,888,-384,-1301,711,935,1929,-842,-22,-325,2519,753,888,-1537,1998,-1085,-2519,-88,-517,-669,-591,2364,1245,-1537,138,-1793,-9,669,177,-1245,-711,49,-1358,30,5,-1929,448,-1417,-482,-1137,-984,-39,1358,-415,591,-517,0
-591,-984,-88,-797,177,-3100,-325,1929,629,49,-629,1537,-1929,-157,-2141,415,1537,-2214,-1476,1727,1417,-517,-935,-517,-222,415,39,-1860,517,-246,-138,1358,984,-517,-199,1793,2288,1301,-1358,354,-482,1998,-2519,669,482,711,1998,-2928,591,-1245,-1085,-297,49,384,1137,1417,-415,-1929,-1034,415,415,415,-553,842,0
-1417,-797,-797,-2214,1476,-199,1537,415,61,-482,1793,177,-984,1085,-2214,753,-1537,1190,797,415,-935,-517,384,935,797,246,1793,-888,1301,-1085,-888,-103,1929,888,-1727,2441,-2069,157,-177,482,711,354,74,-1137,-984,-1301,1663,354,3100,-3553,-984,797,1301,-1301,1358,-88,-711,-1537,-157,-935,-448,-1301,-138,-271,0
797,-1600,-1929,1663,-157,1034,384,1929,1417,138,-415,177,-1860,22,1137,-1137,-1860,629,-517,3188,246,-629,1358,39,553,2288,384,354,3368,1476,1301,246,1245,842,-1190,1190,271,-711,103,2928,797,-120,1301,-1476,-271,629,-120,-669,74,1085,-1537,935,842,-553,517,-2141,-2,711,-888,-888,2214,-1245,-325,-1034,0
-1358,-1137,-1301,-888,1537,-629,1085,629,-157,-354,-629,-935,-1793,669,-984,3278,22,74,157,753,-448,-1358,-61,482,1929,39,-325,-2519,2069,-629,-1537,984,1537,-120,-448,1860,-1727,629,-2441,1537,1537,1929,-753,138,-39,-1860,753,138,1793,-1190,-1301,-177,1085,797,1860,1793,-797,-1537,-177,1929,711,-1034,61,797,0
157,-1600,-120,-1301,-1245,-1727,271,1137,415,-325,1245,138,-1085,-482,-2599,-888,222,-103,629,-482,1358,-1537,-384,-1537,-415,3014,-448,415,1929,-629,297,935,1860,1034,177,629,1417,1358,-1476,-325,-2141,-1793,-1793,1793,222,1190,-271,-1860,1860,-1663,138,-177,482,138,1860,1998,1727,888,-669,-74,-384,1301,2364,1190,0
-222,-1600,-297,-1600,2441,1727,1998,-222,711,-1034,-517,517,-1860,1358,-246,1245,-2141,1998,1137,-297,-1034,-797,448,1663,984,-669,177,553,2599,-2141,297,-629,1793,711,-1034,1663,-2441,-1929,30,2519,1034,39,325,-984,271,-1190,-415,482,629,-448,-1600,246,-517,-1417,2141,-629,-629,-1085,-1301,-415,-246,-1793,384,199,0
-1476,-1793,482,-384,199,-935,1358,-1417,120,-384,669,157,-984,482,-1998,271,-325,2679,553,888,591,935,482,2214,-138,297,1034,-177,1034,138,415,-199,1358,-61,-39,-61,-2928,591,-984,-842,-1190,-1537,-1034,-1034,-39,553,-1417,-22,2599,-984,-2844,1537,-591,-1793,2599,-3188,-842,-354,842,-553,888,-1663,74,-1476,0
-103,-1417,-222,-2214,-199,-2679,-482,1727,482,-138,553,384,-1600,-842,-2599,-199,246,-354,415,-61,1727,-482,-297,-1929,-517,2364,-553,415,2761,-1245,553,15,482,222,-935,1417,2364,1034,-711,222,-797,-753,-3188,1358,517,1137,297,-2679,138,-1301,384,5,629,-629,22,2599,888,246,-591,-415,-984,1600,1476,669,0
-1358,-1245,49,199,1245,1190,2761,-415,1245,-797,-1085,-1417,-2441,553,-1301,1417,-842,246,138,-1417,-517,-669,517,2069,1929,-888,222,1245,1245,-1600,553,-842,2141,-39,-1085,-246,-2288,-1245,-1476,2844,1137,-1137,415,-1245,-222,-1137,-30,177,984,-591,-1727,354,-120,-1537,1417,-888,-1600,-1600,-1727,1034,-415,-1476,888,888,0
-797,-88,-1085,222,1358,-2761,1358,2069,1301,591,888,-199,-1245,-1137,-1860,591,-1190,384,-1600,669,-415,1034,-629,1998,2288,415,-1727,-354,669,354,-2441,15,482,1417,797,157,-2364,-1301,-448,-553,711,1600,1476,-1301,-1600,-553,1663,-1600,1860,-1600,-1190,984,1476,415,-297,-61,415,-271,-1793,553,-246,-2214,-1537,271,0
103,-984,-448,-1137,-753,-1998,246,2364,888,-30,1663,448,-1358,-753,-2519,-1301,-384,-222,888,-591,1476,-448,-669,-1085,797,2141,-415,1600,2441,-669,669,1537,415,888,-711,797,1793,-384,199,103,-1600,-1358,-1860,1301,591,984,177,-3100,1085,-797,-591,-384,177,-1137,448,2761,1860,935,-842,-325,-1137,984,2288,888,0
-1929,-1793,-1190,-935,1137,-246,1663,-591,753,-271,935,-448,-1137,553,-1600,1085,-1537,384,591,1476,-888,-629,-935,1476,935,517,1358,-1537,1793,-888,-1663,-591,753,797,-1417,2844,-1929,-482,-935,553,415,935,-177,-157,-448,-2441,553,-15,2599,-2364,-2364,517,1663,-1137,2069,-415,-842,-1034,-591,-553,325,-1727,-669,-842,0
325,-711,-1476,-1358,-482,246,1417,1600,629,199,1245,-157,-1537,-1600,1085,-297,591,-517,-448,-482,1358,1727,-222,1860,-984,-2288,415,-1793,1417,-384,-1417,3647,797,-177,-1034,222,1860,177,384,-138,157,-3188,1537,669,-415,1137,-1929,354,-669,629,103,797,-1663,-5,177,-797,-888,591,-297,-591,1190,-2519,482,2761,0
-61,-1034,-1600,-1301,-325,246,1245,1537,888,415,1034,-482,-1137,-1663,1034,-325,354,-553,-448,-30,1190,2214,-591,1727,-1358,-2214,591,-2141,1537,-797,-1245,3936,629,-271,-984,103,1417,30,354,354,271,-2928,1537,448,-415,1245,-1663,222,-935,271,271,888,-1727,9,-120,-753,-797,935,-517,-271,797,-2599,553,2599,0
-138,-1476,842,1034,629,629,1085,354,2364,384,-2069,-1085,-1860,271,88,1417,-1998,1301,-753,629,669,-22,1600,1929,-39,1034,-325,935,2928,-669,753,2,1034,1245,-2069,629,711,177,-1793,2364,3647,-753,842,-517,325,120,-888,-984,-246,517,-1998,1663,-30,-753,753,-1358,39,553,-1860,-30,1137,-1034,842,-984,0
-1358,-39,-88,157,1190,120,2928,482,-61,-1663,797,-1137,-2141,1190,-984,-984,-2441,354,842,-325,354,-482,888,384,354,-669,271,-39,1034,-888,-591,-1476,1929,669,-246,354,-1417,629,-2214,1137,-39,-1137,-15,-3188,-1600,517,1358,553,2214,-553,-271,1537,-271,-711,1085,-138,-753,-1537,-1793,-2069,669,-3553,74,-39,0
-935,-1860,-935,-553,2069,-177,2141,-669,-88,-177,-591,-629,-1476,482,-935,2288,-797,1245,1860,753,-753,-1476,222,1301,1727,-517,415,-1793,1476,-1190,-1417,-482,553,1034,-1417,2069,-1998,-517,-2214,1663,1358,1727,-1301,448,-199,-1998,-553,-325,1190,-1860,-2069,-553,842,-591,2141,-120,-1663,-15,-1085,888,669,-797,-325,-415,0
-1600,-1245,-325,-553,2519,842,2599,138,1085,22,30,1600,-1537,1600,39,935,-984,384,-157,-1358,199,-1537,138,1998,2364,-1190,629,354,1358,-384,297,-1245,1663,-354,-753,842,-1860,-797,246,2599,88,-984,120,-222,-30,-1727,22,669,1929,-984,-1929,753,-553,-1860,2761,-591,-1793,-1137,-1085,-935,-1417,-797,-74,1476,0
177,199,-842,88,1727,325,2069,325,1860,-297,-1537,-2441,-2214,-354,157,1929,-797,753,-842,-517,415,199,354,553,1085,384,-1663,-517,3100,1085,297,-157,1537,2519,-1301,-354,-1137,1929,-2599,2069,2288,669,797,-1793,-325,22,-354,271,-669,-1727,297,199,1137,157,935,-553,-297,-553,-753,888,2069,-1860,842,-271,0
-1137,-1190,-935,-591,-157,-2441,842,3100,120,120,1860,-138,-888,-120,-3368,753,-1301,-629,-797,1137,1358,-842,-753,-138,1663,297,-199,-711,1663,384,-1793,797,-415,1085,-199,2069,271,-1190,-2141,-935,-842,384,-1358,753,-354,222,1998,-2288,1998,-2214,-1301,797,797,-1417,415,1998,1301,-591,-325,271,-415,-553,222,88,0
-1600,-984,-271,-1417,1929,984,2141,-448,325,-711,415,297,-1998,629,-1860,1085,-935,888,591,-669,-888,-591,591,2288,1860,-384,39,415,1537,-888,-482,-415,2928,120,-1085,1190,-2519,-1358,-325,1600,354,-1085,591,-1085,246,-1860,888,797,2599,-1417,-1663,199,222,-1301,2069,-669,-1358,-1860,-888,103,-591,-1860,842,591,0
482,-1085,-354,-1417,-629,-1860,199,1998,711,-15,935,935,-1417,-246,-2519,-753,88,-177,984,-297,1476,-669,-553,-1537,354,2599,-553,1417,2519,-1358,629,1476,591,517,-553,753,1998,222,-39,384,-1727,-1600,-2141,1358,1034,935,-138,-2844,711,-553,-199,-669,482,-553,448,2679,1245,842,-517,-482,-1245,1301,2441,1245,0
-1537,-22,-3553,-1245,-1034,-2519,-325,-39,1929,-553,-120,629,88,-354,-1137,-1600,-1085,-9,-297,842,-354,138,-1245,1245,-1085,984,1358,-1476,1245,1190,-246,1537,753,-797,-246,1085,517,2441,482,-49,711,120,-448,-517,1663,842,1663,-2141,2441,-1860,-2214,935,1358,-1417,2069,-297,-177,-2,-482,-1301,1301,-246,1476,-384,0
-415,-1663,-2069,-325,448,-1190,1301,591,711,553,2,1998,-271,-553,-2364,297,415,-354,-2844,-984,711,-1929,415,-1727,-415,1793,-1537,-22,482,888,-39,1860,2141,15,415,-1137,-9,2069,-61,354,-517,1301,-1663,-2288,-553,1034,-797,-1034,-1663,-271,842,415,-39,1793,3368,384,-935,-1600,553,-222,-415,1929,1476,591,0
-2761,-1860,-1137,177,177,-984,1190,354,1034,-842,448,-842,-1034,271,-1085,2288,-984,1034,753,-49,-1085,-1034,-61,1727,1537,-15,1417,-1301,711,30,-1301,1245,711,935,-517,1537,-2141,517,-1998,1190,1929,448,-935,271,1190,-2288,-517,49,2599,-1663,-3100,448,591,-1600,1537,-1137,-591,-1085,22,1301,711,-984,354,-711,0
-935,-797,-74,-517,88,1600,1537,591,1417,1034,-415,-669,-2441,888,-30,1190,-1929,2141,482,629,-1860,-354,591,1034,482,517,1417,-120,1998,-1034,297,-842,2288,-1476,-1034,1793,-842,-935,-711,2928,482,88,-711,-1793,-222,-325,222,-222,2519,1600,-2069,1663,39,-842,1727,-984,-842,-1358,629,157,591,-2441,199,-1245,0
-157,-103,-753,-1600,246,-3278,-553,2141,1190,591,-1929,1727,-1663,-415,-2928,222,1190,-384,-1190,1537,1860,984,-591,-1663,-1358,1663,103,297,1537,-842,797,246,30,-297,157,1663,2069,1358,-1137,30,-448,1476,-2844,-103,984,2069,482,-2599,-984,-753,-246,-88,-39,-711,629,1301,-138,0,-271,-415,-888,711,-222,842,0
-39,-482,-271,-1190,-1301,-3188,-797,2679,1727,49,-984,1034,-1476,271,-2141,-753,753,271,-39,-1085,1245,448,-1137,-935,-553,2519,-415,629,1860,297,591,1600,517,591,-384,-49,2364,2441,-797,482,-753,553,-2441,325,1190,1190,-157,-1793,1358,-1727,-157,120,888,-1034,1190,2069,1358,629,-2,448,-88,1034,1663,1358,0
753,-1537,74,-1998,-591,-1245,-157,1727,138,9,842,553,-1137,-30,-2288,-1417,22,49,1245,-297,1600,-1476,-246,-1998,-629,2761,-482,325,2141,-553,384,753,553,669,-935,888,1793,1417,-984,669,-1417,-1245,-2519,1727,448,1190,553,-2679,753,-2214,448,271,984,-553,753,2364,888,669,-177,-669,-415,1998,1998,553,0
246,-629,-325,222,2141,1929,3014,-629,1137,-591,-753,-2141,-2214,30,-1034,-103,-1998,448,199,-325,448,-669,753,517,984,-1301,-49,246,1600,753,1137,-2141,2069,-517,384,-517,-1034,-271,-1663,2069,30,-2214,888,-2069,-984,842,1034,-1137,448,-1034,-669,669,-1301,-2288,1085,-935,-1085,-2141,-1537,-1034,669,-1663,553,415,0
199,-1600,-553,-1727,-1034,-2069,138,1663,1537,-61,1600,415,-517,-984,-1860,-1034,629,-325,935,-669,1358,-888,-448,-1085,49,1929,-935,1358,2069,-1190,1301,629,1476,629,-120,325,1417,984,-325,157,-1929,-1793,-1860,1537,157,1085,-669,-2599,711,-74,-157,-629,120,103,1358,2844,669,591,-1085,-222,-1476,1600,2844,1417,0
-591,-1301,-2141,-2214,-669,157,517,1663,1190,448,753,-1034,120,-1476,246,-199,553,-842,797,74,935,1860,-935,2141,-1417,-1600,517,-2844,1793,-1417,-753,3188,1190,-753,-1476,-49,591,246,271,753,-1034,-1860,1245,120,177,2214,-1860,88,-711,-629,354,177,-1417,-1085,297,-120,-448,1301,-1085,-246,271,-1860,199,2928,0
49,-482,-1417,-1860,1998,-935,1034,797,-74,1537,-1358,-517,-2141,177,-935,2288,-30,-1537,271,384,384,-482,842,-984,842,-1034,-888,-3014,1998,629,-1358,1358,1537,177,448,1793,-39,1476,-1860,1245,935,1929,-1245,-553,5,-415,1860,-1137,103,-1301,1793,-553,-39,3014,669,711,-1663,-1929,-888,-325,-157,-222,-61,753,0
-842,-138,753,-842,1998,-415,1663,553,1190,-354,-1137,-2288,-1301,-415,1137,-1034,669,2288,-517,1537,-888,1358,297,1417,1137,1417,-1537,-1085,2679,-711,-157,15,1190,1537,-448,-1034,-1998,1929,-1358,888,2364,591,842,-1245,-753,1301,246,-1137,1998,629,-797,2069,517,888,1663,22,-797,-1190,-517,-669,1358,-1929,-325,-1358,0
448,-888,-1600,-1245,-120,61,1301,1417,669,325,1034,-711,-1301,-1793,935,-448,753,-669,-415,-448,1137,1860,-297,1998,-1034,-1860,384,-2141,1358,-553,-1600,3553,935,-415,-1137,-39,2069,61,120,448,88,-2761,1727,517,-246,1537,-1663,448,-354,297,-103,935,-1929,157,271,-711,-1085,842,-22,-553,1190,-2288,448,2844,0
-842,-415,-2288,354,88,-1245,984,2761,1476,753,1245,-984,-1245,753,-888,448,-2069,-591,1245,297,384,-199,888,935,2069,2364,-246,325,-22,482,-384,-74,1860,354,553,-415,-3278,-1137,271,-984,-1301,354,1358,-1537,-1929,-591,482,-629,2364,-797,-2679,-271,797,553,1860,448,-120,1245,-1600,-177,1793,-1998,-222,-222,0
1137,271,-448,-1358,1137,1929,2214,-984,-177,-984,-177,-1358,-2679,-271,415,120,-591,-222,-88,-517,-1034,-842,1085,354,103,271,-482,-297,2364,177,553,-797,4237,-1663,-177,-246,-325,-39,-1860,1663,-553,-482,753,-3188,-448,888,629,246,120,138,-753,-88,517,591,1537,88,-157,-2364,-1929,-517,2214,-2519,669,-88,0
-1245,-1860,-1537,2,271,-1417,415,-415,1301,-591,-888,984,-797,415,-984,1600,-1085,1537,1600,711,157,-842,271,1860,61,-591,1600,-1663,984,354,-1417,842,629,669,-1476,2599,-753,-325,-1537,1085,2141,1358,-1663,517,984,-2141,-384,-984,1417,-1727,-2928,-30,448,-2679,1860,-1085,-1600,384,-669,448,1245,-138,-297,-1034,0
120,-629,-1537,-1537,-553,157,1358,1417,711,325,1245,-271,-1417,-1600,984,-297,482,-384,-448,-222,1476,2141,-325,1793,-1137,-2441,629,-1860,1417,-591,-1137,3936,711,-297,-935,30,1600,199,354,-39,297,-3278,1301,553,-415,1034,-1727,199,-553,753,103,888,-1663,103,199,-935,-842,629,-354,-384,1085,-2441,482,2599,0
1301,-384,-74,-1034,-888,-2214,-271,2441,1137,297,297,1137,-1085,-354,-1793,-1929,-49,-711,669,88,2141,-325,-354,-711,-448,1793,-1245,-157,1476,297,888,797,1358,629,-354,888,2679,842,-553,-271,-2599,-88,-1929,1600,271,1301,629,-3014,1537,-1190,-711,-88,448,-1085,1358,2288,1860,1301,-1245,-157,-120,1301,984,1190,0
222,-629,-1537,-1034,-49,271,1417,1663,711,325,1301,-629,-1245,-1727,1034,-517,629,-669,-482,-482,1085,1860,-325,1793,-1190,-1793,591,-2141,1417,-517,-1476,3742,935,-517,-1034,-61,1600,-74,88,448,138,-2761,1793,448,-415,1537,-1663,297,-629,74,-120,935,-1727,138,49,-888,-1190,984,-88,-384,888,-2599,415,2928,0
-1600,-984,-553,-669,842,711,2519,-711,1137,-1085,984,-517,-2214,935,-1663,591,-1663,1245,157,553,-1190,-482,842,1929,1034,1137,797,415,1727,-984,-888,-1417,1929,1137,-842,354,-2519,-888,-669,888,-61,-553,888,-1998,-1537,-1190,-15,222,2679,-517,-2069,842,984,-629,2141,-1537,-888,-1245,39,-1085,297,-2519,49,-753,0
-669,-49,-753,1190,669,-1998,157,2599,2364,591,2069,-553,-1137,-177,591,-120,1190,-297,-2599,-49,517,-1537,222,1034,2069,842,-1417,-1476,138,1245,-1860,482,2069,1190,1034,-2069,-1190,629,-246,-629,-753,74,984,-384,-2288,753,1190,297,1085,88,-415,-222,482,2844,2679,753,669,-325,-1476,-1476,935,-842,246,753,0
1085,-177,-984,1600,415,935,1793,354,2599,-325,-1245,-1301,-2069,-517,1137,384,-1190,-199,-1417,2928,-30,-517,1998,1137,984,797,-482,354,2844,1085,157,591,1860,1727,-354,297,-629,-888,-2519,1727,1860,-5,984,-1034,-482,1190,-74,-1998,-177,711,-984,271,-61,-517,935,-2519,553,-325,-1085,-1245,1301,-1358,177,-1358,0
888,-517,-1537,-1727,-1600,-1537,-246,2069,1190,-482,448,1663,-448,415,-888,-2599,-1663,-384,2364,-39,1190,-1137,-669,325,-222,1085,-30,-30,1085,1085,797,1417,1537,1190,325,1137,-415,669,-74,157,-3100,-842,-591,1137,-49,1358,-448,-1537,2364,-1358,-1301,-1245,984,-1476,1301,935,753,1998,-2214,-39,-591,629,1537,1600,0
1727,-984,-1476,935,753,1417,222,2069,1860,325,-415,222,-1663,553,2288,-888,-842,199,199,3100,-797,-1034,1860,199,888,2599,-1034,-517,2679,1301,553,1537,1929,1663,-591,753,-1537,-1034,177,2519,448,797,1537,-1537,-797,591,-669,-1034,-517,629,39,-9,297,553,797,-1417,-74,935,-1085,-1358,1537,-1085,-297,-984,0
246,-984,-177,-1663,-1034,-1727,-384,3647,1034,-103,354,753,-553,325,-1476,-1663,-1034,-246,2441,-984,1998,-629,-384,-1034,842,2364,-629,888,1476,-88,1301,448,482,415,-448,1085,1301,-517,246,669,-1929,-935,-1663,1301,138,1190,-138,-1600,1600,-935,-553,-448,753,-1600,669,2441,1417,2288,-2214,354,-482,711,888,1301,0
-711,-669,-935,-753,-935,-2288,553,3839,669,-74,2441,-669,-354,-271,-2679,-1085,-1929,-517,517,-517,1245,-384,-1137,-297,1537,1600,-49,384,935,120,-49,669,711,1137,553,842,-384,-797,-629,-1476,-1998,-1034,-384,482,-591,711,1301,-1663,2519,-1417,-1727,-177,177,-711,888,2441,2288,448,-1476,-138,-246,-297,1358,1245,0
-1417,-753,-1137,-1476,1537,842,3100,-1137,448,-199,-669,-138,-2069,753,-1793,1476,-1085,517,384,-935,-22,-354,-482,2069,2069,-935,629,935,1245,-935,120,-1137,2519,-629,-448,22,-2519,-1358,-797,1929,-199,-797,138,-1034,30,-1663,629,49,2069,-1358,-1476,-354,448,-2069,1998,-553,-1727,-1476,-1245,384,-669,-1600,120,842,0
-888,-1358,-1929,-2364,-711,-103,138,1537,1793,354,629,-1034,297,-1358,325,-629,888,-935,629,384,984,2364,-888,2214,-1600,-1537,222,-2599,1417,-1727,-415,3014,1190,-1190,-1085,-120,984,448,482,797,-517,-1600,935,-49,138,1929,-1476,-120,-711,-138,199,271,-1537,-1245,325,-448,-711,1085,-1793,138,271,-2069,553,2599,0
888,-199,-711,517,-482,629,246,1537,2679,-246,-1190,-482,-1417,-39,246,354,-1190,1301,103,984,-88,-39,1860,415,-138,3278,-842,1137,2928,1245,448,448,415,2441,88,-222,1034,74,-629,2069,2214,-591,1998,-1727,-797,669,-2928,15,-297,157,-984,711,1537,517,271,-2141,1358,1034,-888,-1137,2441,-103,246,-199,0
-517,842,-1190,984,1034,-1663,629,2844,1476,271,591,-1358,-1998,-711,517,711,448,-325,-2141,1190,797,271,-384,1034,2519,1793,-888,-1663,629,984,-1301,1417,1860,984,711,-1034,-1998,222,-935,-1137,199,448,2069,-1245,-1476,984,842,482,1929,842,-842,-199,-49,2364,1860,-157,384,-325,-1417,-246,1929,-2214,354,39,0
-222,-222,-984,-1301,1727,-629,842,1085,22,15,-138,-325,-1860,-354,-1034,2288,-157,-553,-669,2214,-448,-1034,591,30,1301,-591,-1301,-3936,1860,669,-1793,1663,1476,325,-1358,3278,-888,-222,-1600,711,1190,2519,-629,-61,384,-1034,1998,-935,591,-1793,935,-199,415,1537,517,629,-1085,-1358,-199,888,-517,-753,-448,-74,0
935,553,-935,1085,1034,1301,1998,711,1929,222,325,-2679,-2599,-935,-88,415,-1417,1085,-753,-984,-753,-246,-103,984,1085,935,888,797,1793,246,1860,-669,3100,-1417,-1476,49,-935,415,-448,2141,2519,-2844,448,-2599,297,-297,888,-842,15,1137,-842,157,-325,-448,-88,-1537,-325,-1476,49,-103,1245,-669,1301,271,0
-120,384,-49,-591,2141,1537,3278,177,271,-517,1137,-1600,-2069,1137,-888,-669,-1998,103,711,5,120,-753,935,157,1301,-325,297,297,1358,-138,-88,-1663,2441,517,-669,-482,-1137,271,-1301,1600,222,-1663,1034,-3460,-2214,-138,1245,-517,1245,-415,-517,842,157,-1190,1301,-103,-842,-2288,-1085,-1929,842,-2288,415,199,0
-711,-1190,-2679,-1998,-629,-448,591,1301,1600,517,384,-1034,120,-1358,517,-517,448,-797,553,222,629,2519,-1137,2214,-1663,-1860,297,-2679,1417,-1663,-629,3100,984,-1137,-842,-415,591,591,325,842,-629,-1860,1245,15,246,2141,-1137,-177,-553,-415,-2,482,-1600,-984,448,-629,-591,1085,-1190,9,517,-2214,384,2519,0
199,-888,177,-2069,-448,-1998,-271,1727,482,-246,984,984,-1929,-591,-2599,222,935,-1358,15,199,1727,-984,297,-2214,-753,2364,-246,246,2441,-842,-49,-138,797,-39,-711,1727,2761,354,-1417,415,-1301,-325,-3188,1034,384,984,297,-2679,325,-1358,753,-553,-49,-482,271,1663,629,-138,-138,-384,-1476,1190,1727,935,0
888,-1085,-1929,-935,222,222,-103,1998,1085,30,842,-74,-271,1417,-49,-1727,-1085,553,3368,-39,888,-1190,-49,74,711,2141,-448,-591,325,103,711,297,1245,711,325,297,-3278,271,1245,325,-2599,-1085,711,325,-1301,753,-271,157,1034,-1245,-517,-1476,711,384,2928,1860,-297,2519,-2141,-591,984,30,1358,1663,0
-103,-753,-1998,-1600,2069,-448,888,1085,-74,-354,-5,-711,-2761,-984,-1358,935,-935,177,-888,3100,-1358,222,-354,1358,1998,-246,-1137,-2679,1793,415,-1663,553,1358,984,-1860,2441,-1600,-30,-669,984,669,1245,553,-842,222,-753,2364,-1301,888,-1860,482,-157,1358,-120,246,-5,-842,-1034,-1034,888,-49,-1537,-669,-199,0
-1245,-1085,-297,-3100,2069,-103,1600,-297,-271,-297,74,-553,-1860,842,-2844,984,-1085,1600,711,246,-1190,-669,222,797,935,271,888,-384,1190,-1537,-297,-935,1663,1137,-384,1998,-1727,-222,-1245,1537,-415,384,199,-271,-1417,-1034,1358,482,2069,-3647,-517,591,1245,-1417,2069,-120,-591,-1537,-591,-5,-591,-1600,-591,325,0
